document_index,run_id,protocol_id,scenario_id,token_id,token,count
3,extended_run_001,prt_0003_00,scn_0003,25,prior_condition_mean_adjusted_attention__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,27,prior_condition_noise_adjustment__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,30,prior_condition_noise_level__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,34,prior_condition_profile__value_normal,1
3,extended_run_001,prt_0003_00,scn_0003,36,prior_condition_time_pressure__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,39,prior_condition_total_adjusted_time__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,42,prior_control_expected_detection_rate__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,45,prior_control_intensity__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,48,prior_control_marker_ratio__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,52,prior_digit_ratio__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,54,prior_expected_error_probability__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,57,prior_manual_operation_count__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,61,prior_mean_complexity__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,63,prior_mean_message_criticality__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,67,prior_memory_load_index__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,70,prior_message_entropy_estimate__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,73,prior_message_length__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,75,prior_operator_attention__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,78,prior_operator_error_susceptibility__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,81,prior_operator_fatigue__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,84,prior_operator_skill__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,88,prior_operator_total_estimated_time__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,90,prior_procedure_branch_count__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,93,prior_procedure_steps__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,96,prior_repetition_expected_count__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,100,prior_symbol_group_count__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,102,prior_time_pressure_index__level_low,1
3,extended_run_001,prt_0003_00,scn_0003,106,prior_total_nominal_time__level_mid,1
3,extended_run_001,prt_0003_00,scn_0003,107,prior_verification_required__absent,1
4,extended_run_001,prt_0004_00,scn_0004,2,fact_duration_sec__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,5,fact_error_count__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,7,fact_recheck_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,9,fact_reject_count__absent,1
4,extended_run_001,prt_0004_00,scn_0004,11,fact_success__absent,1
4,extended_run_001,prt_0004_00,scn_0004,15,prior_alpha_ratio__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,18,prior_attention_deficit__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,19,prior_coding_tool_type__value_codebook,1
4,extended_run_001,prt_0004_00,scn_0004,25,prior_condition_mean_adjusted_attention__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,27,prior_condition_noise_adjustment__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,30,prior_condition_noise_level__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,34,prior_condition_profile__value_normal,1
4,extended_run_001,prt_0004_00,scn_0004,36,prior_condition_time_pressure__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,40,prior_condition_total_adjusted_time__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,42,prior_control_expected_detection_rate__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,45,prior_control_intensity__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,48,prior_control_marker_ratio__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,52,prior_digit_ratio__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,54,prior_expected_error_probability__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,57,prior_manual_operation_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,59,prior_mean_complexity__level_high,1
4,extended_run_001,prt_0004_00,scn_0004,63,prior_mean_message_criticality__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,65,prior_memory_load_index__level_high,1
4,extended_run_001,prt_0004_00,scn_0004,68,prior_message_entropy_estimate__level_high,1
4,extended_run_001,prt_0004_00,scn_0004,73,prior_message_length__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,75,prior_operator_attention__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,78,prior_operator_error_susceptibility__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,81,prior_operator_fatigue__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,84,prior_operator_skill__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,88,prior_operator_total_estimated_time__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,90,prior_procedure_branch_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,93,prior_procedure_steps__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,96,prior_repetition_expected_count__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,100,prior_symbol_group_count__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,102,prior_time_pressure_index__level_low,1
4,extended_run_001,prt_0004_00,scn_0004,106,prior_total_nominal_time__level_mid,1
4,extended_run_001,prt_0004_00,scn_0004,107,prior_verification_required__absent,1
5,extended_run_001,prt_0005_00,scn_0005,2,fact_duration_sec__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,5,fact_error_count__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,7,fact_recheck_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,9,fact_reject_count__absent,1
5,extended_run_001,prt_0005_00,scn_0005,11,fact_success__absent,1
5,extended_run_001,prt_0005_00,scn_0005,15,prior_alpha_ratio__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,18,prior_attention_deficit__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,19,prior_coding_tool_type__value_codebook,1
5,extended_run_001,prt_0005_00,scn_0005,25,prior_condition_mean_adjusted_attention__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,27,prior_condition_noise_adjustment__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,30,prior_condition_noise_level__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,34,prior_condition_profile__value_normal,1
5,extended_run_001,prt_0005_00,scn_0005,36,prior_condition_time_pressure__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,40,prior_condition_total_adjusted_time__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,42,prior_control_expected_detection_rate__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,45,prior_control_intensity__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,48,prior_control_marker_ratio__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,50,prior_digit_ratio__level_high,1
5,extended_run_001,prt_0005_00,scn_0005,54,prior_expected_error_probability__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,57,prior_manual_operation_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,60,prior_mean_complexity__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,63,prior_mean_message_criticality__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,66,prior_memory_load_index__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,69,prior_message_entropy_estimate__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,71,prior_message_length__level_high,1
5,extended_run_001,prt_0005_00,scn_0005,75,prior_operator_attention__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,78,prior_operator_error_susceptibility__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,81,prior_operator_fatigue__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,84,prior_operator_skill__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,88,prior_operator_total_estimated_time__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,90,prior_procedure_branch_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,93,prior_procedure_steps__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,96,prior_repetition_expected_count__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,98,prior_symbol_group_count__level_high,1
5,extended_run_001,prt_0005_00,scn_0005,102,prior_time_pressure_index__level_low,1
5,extended_run_001,prt_0005_00,scn_0005,106,prior_total_nominal_time__level_mid,1
5,extended_run_001,prt_0005_00,scn_0005,107,prior_verification_required__absent,1
6,extended_run_001,prt_0006_00,scn_0006,0,fact_duration_sec__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,3,fact_error_count__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,7,fact_recheck_count__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,9,fact_reject_count__absent,1
6,extended_run_001,prt_0006_00,scn_0006,11,fact_success__absent,1
6,extended_run_001,prt_0006_00,scn_0006,14,prior_alpha_ratio__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,18,prior_attention_deficit__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,19,prior_coding_tool_type__value_codebook,1
6,extended_run_001,prt_0006_00,scn_0006,25,prior_condition_mean_adjusted_attention__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,27,prior_condition_noise_adjustment__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,30,prior_condition_noise_level__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,34,prior_condition_profile__value_normal,1
6,extended_run_001,prt_0006_00,scn_0006,36,prior_condition_time_pressure__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,38,prior_condition_total_adjusted_time__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,42,prior_control_expected_detection_rate__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,45,prior_control_intensity__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,49,prior_control_marker_ratio__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,50,prior_digit_ratio__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,54,prior_expected_error_probability__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,58,prior_manual_operation_count__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,60,prior_mean_complexity__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,63,prior_mean_message_criticality__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,65,prior_memory_load_index__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,70,prior_message_entropy_estimate__level_mid,1
6,extended_run_001,prt_0006_00,scn_0006,71,prior_message_length__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,75,prior_operator_attention__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,78,prior_operator_error_susceptibility__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,81,prior_operator_fatigue__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,84,prior_operator_skill__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,86,prior_operator_total_estimated_time__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,90,prior_procedure_branch_count__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,93,prior_procedure_steps__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,96,prior_repetition_expected_count__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,98,prior_symbol_group_count__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,102,prior_time_pressure_index__level_low,1
6,extended_run_001,prt_0006_00,scn_0006,104,prior_total_nominal_time__level_high,1
6,extended_run_001,prt_0006_00,scn_0006,107,prior_verification_required__absent,1
7,extended_run_001,prt_0007_00,scn_0007,1,fact_duration_sec__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,4,fact_error_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,7,fact_recheck_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,9,fact_reject_count__absent,1
7,extended_run_001,prt_0007_00,scn_0007,12,fact_success__present,1
7,extended_run_001,prt_0007_00,scn_0007,14,prior_alpha_ratio__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,18,prior_attention_deficit__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,19,prior_coding_tool_type__value_codebook,1
7,extended_run_001,prt_0007_00,scn_0007,25,prior_condition_mean_adjusted_attention__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,27,prior_condition_noise_adjustment__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,30,prior_condition_noise_level__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,34,prior_condition_profile__value_normal,1
7,extended_run_001,prt_0007_00,scn_0007,36,prior_condition_time_pressure__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,39,prior_condition_total_adjusted_time__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,42,prior_control_expected_detection_rate__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,45,prior_control_intensity__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,49,prior_control_marker_ratio__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,50,prior_digit_ratio__level_high,1
7,extended_run_001,prt_0007_00,scn_0007,55,prior_expected_error_probability__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,57,prior_manual_operation_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,61,prior_mean_complexity__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,63,prior_mean_message_criticality__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,66,prior_memory_load_index__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,68,prior_message_entropy_estimate__level_high,1
7,extended_run_001,prt_0007_00,scn_0007,72,prior_message_length__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,75,prior_operator_attention__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,78,prior_operator_error_susceptibility__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,81,prior_operator_fatigue__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,84,prior_operator_skill__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,87,prior_operator_total_estimated_time__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,90,prior_procedure_branch_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,94,prior_procedure_steps__level_mid,1
7,extended_run_001,prt_0007_00,scn_0007,96,prior_repetition_expected_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,99,prior_symbol_group_count__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,102,prior_time_pressure_index__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,105,prior_total_nominal_time__level_low,1
7,extended_run_001,prt_0007_00,scn_0007,107,prior_verification_required__absent,1
8,extended_run_001,prt_0008_00,scn_0008,1,fact_duration_sec__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,4,fact_error_count__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,7,fact_recheck_count__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,9,fact_reject_count__absent,1
8,extended_run_001,prt_0008_00,scn_0008,12,fact_success__present,1
8,extended_run_001,prt_0008_00,scn_0008,13,prior_alpha_ratio__level_high,1
8,extended_run_001,prt_0008_00,scn_0008,18,prior_attention_deficit__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,19,prior_coding_tool_type__value_codebook,1
8,extended_run_001,prt_0008_00,scn_0008,25,prior_condition_mean_adjusted_attention__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,27,prior_condition_noise_adjustment__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,30,prior_condition_noise_level__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,34,prior_condition_profile__value_normal,1
8,extended_run_001,prt_0008_00,scn_0008,36,prior_condition_time_pressure__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,40,prior_condition_total_adjusted_time__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,42,prior_control_expected_detection_rate__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,45,prior_control_intensity__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,49,prior_control_marker_ratio__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,51,prior_digit_ratio__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,54,prior_expected_error_probability__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,58,prior_manual_operation_count__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,61,prior_mean_complexity__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,63,prior_mean_message_criticality__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,67,prior_memory_load_index__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,70,prior_message_entropy_estimate__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,72,prior_message_length__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,75,prior_operator_attention__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,78,prior_operator_error_susceptibility__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,81,prior_operator_fatigue__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,84,prior_operator_skill__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,88,prior_operator_total_estimated_time__level_mid,1
8,extended_run_001,prt_0008_00,scn_0008,90,prior_procedure_branch_count__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,92,prior_procedure_steps__level_high,1
8,extended_run_001,prt_0008_00,scn_0008,96,prior_repetition_expected_count__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,99,prior_symbol_group_count__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,102,prior_time_pressure_index__level_low,1
8,extended_run_001,prt_0008_00,scn_0008,106,prior_total_nominal_time__level_mid,1
