model_name,diagnostic_kind,topic_id,token_id,token,document_frequency,weight
LDA_full,full,1,30,prior_operator_mean_attention__level_high,2,0.0293257285598
LDA_full,full,1,31,prior_operator_mean_attention__level_low,2,0.00852676742969
LDA_full,full,1,32,prior_operator_total_effort__level_high,2,0.00852676742969
LDA_full,full,1,33,prior_operator_total_effort__level_low,2,0.0293257285598
LDA_full,full,1,34,prior_operator_total_estimated_time__level_high,2,0.00732525646308
LDA_full,full,1,35,prior_operator_total_estimated_time__level_low,2,0.0293257285598
LDA_full,full,1,36,prior_reference_ratio__level_high,2,0.00852676742969
LDA_full,full,1,37,prior_reference_ratio__level_low,2,0.00732566886037
LDA_full,full,1,38,prior_service_ratio__level_high,2,0.00732566886037
LDA_full,full,1,39,prior_service_ratio__level_low,2,0.0508105626665
LDA_full,full,1,40,prior_step_count__level_low,2,0.0293257285598
LDA_full,full,1,41,prior_step_count__level_mid,2,0.0279303784162
LDA_full,full,1,42,prior_symbol_ratio__level_high,2,0.00732566886037
LDA_full,full,1,43,prior_symbol_ratio__level_low,2,0.00852676742969
LDA_full,full,1,44,prior_total_nominal_time__level_high,2,0.00732525646308
LDA_full,full,1,45,prior_total_nominal_time__level_low,2,0.0293257285598
LDA_full,full,2,0,fact_corrected_error_count__level_low,4,0.0464855775643
LDA_full,full,2,1,fact_correction_rate__level_low,4,0.0464855775643
LDA_full,full,2,2,fact_detected_error_count__level_low,4,0.0464855775643
LDA_full,full,2,3,fact_detection_rate__level_low,4,0.0464855775643
LDA_full,full,2,4,fact_error_count__level_high,2,0.0049595465692
LDA_full,full,2,5,fact_error_count__level_low,3,0.032813195469
LDA_full,full,2,6,fact_error_rate__level_high,2,0.0049595465692
LDA_full,full,2,7,fact_error_rate__level_low,3,0.032813195469
LDA_full,full,2,8,fact_residual_error_count__level_low,4,0.0328165948316
LDA_full,full,2,9,fact_residual_error_rate__level_low,4,0.0328165948316
LDA_full,full,2,10,fact_total_control_effort__level_high,2,0.0320654389874
LDA_full,full,2,11,fact_total_control_effort__level_low,2,0.0187313652486
LDA_full,full,2,12,fact_weighted_error_sum__level_high,2,0.0049595465692
LDA_full,full,2,13,fact_weighted_error_sum__level_low,3,0.032813195469
LDA_full,full,2,14,prior_condition_mean_adjusted_attention__level_high,2,0.0187313652486
LDA_full,full,2,15,prior_condition_mean_adjusted_attention__level_low,2,0.0320654389874
LDA_full,full,2,16,prior_condition_total_adjusted_time__level_high,2,0.0186922428425
LDA_full,full,2,17,prior_condition_total_adjusted_time__level_low,2,0.0187313652486
LDA_full,full,2,18,prior_control_marker_ratio__level_high,2,0.0187143175077
LDA_full,full,2,19,prior_control_marker_ratio__level_low,2,0.0049595465692
LDA_full,full,2,20,prior_digit_ratio__level_high,2,0.0049595465692
LDA_full,full,2,21,prior_digit_ratio__level_low,2,0.0187143175077
LDA_full,full,2,22,prior_mean_complexity__level_low,2,0.0187313652486
LDA_full,full,2,23,prior_mean_complexity__level_mid,2,0.00546745448943
LDA_full,full,2,24,prior_mean_message_criticality__level_high,2,0.0049595465692
LDA_full,full,2,25,prior_mean_message_criticality__level_low,2,0.0187143175077
LDA_full,full,2,26,prior_message_length__level_low,2,0.0187313652486
LDA_full,full,2,27,prior_message_length__level_mid,2,0.00546745448943
LDA_full,full,2,28,prior_operator_final_fatigue__level_high,2,0.0320654389874
LDA_full,full,2,29,prior_operator_final_fatigue__level_low,2,0.0187313652486
LDA_full,full,2,30,prior_operator_mean_attention__level_high,2,0.0187313652486
LDA_full,full,2,31,prior_operator_mean_attention__level_low,2,0.0320654389874
LDA_full,full,2,32,prior_operator_total_effort__level_high,2,0.0320654389874
LDA_full,full,2,33,prior_operator_total_effort__level_low,2,0.0187313652486
LDA_full,full,2,34,prior_operator_total_estimated_time__level_high,2,0.0186922428425
LDA_full,full,2,35,prior_operator_total_estimated_time__level_low,2,0.0187313652486
LDA_full,full,2,36,prior_reference_ratio__level_high,2,0.0320654389874
LDA_full,full,2,37,prior_reference_ratio__level_low,2,0.0187143175077
LDA_full,full,2,38,prior_service_ratio__level_high,2,0.0187143175077
LDA_full,full,2,39,prior_service_ratio__level_low,2,0.0049595465692
LDA_full,full,2,40,prior_step_count__level_low,2,0.0187313652486
LDA_full,full,2,41,prior_step_count__level_mid,2,0.00546745448943
LDA_full,full,2,42,prior_symbol_ratio__level_high,2,0.0187143175077
LDA_full,full,2,43,prior_symbol_ratio__level_low,2,0.0320654389874
LDA_full,full,2,44,prior_total_nominal_time__level_high,2,0.0186922428425
LDA_full,full,2,45,prior_total_nominal_time__level_low,2,0.0187313652486
