model_name,diagnostic_kind,topic_id,token_id,token,document_frequency,weight
LDA_full,full,0,31,prior_condition_noise_level__level_mid,33,0.00688599291908
LDA_full,full,0,32,prior_condition_profile__value_hard,61,0.0155478815641
LDA_full,full,0,33,prior_condition_profile__value_moderate,47,0.0118762565584
LDA_full,full,0,34,prior_condition_profile__value_normal,42,0.000207659435974
LDA_full,full,0,35,prior_condition_time_pressure__level_high,33,0.00951506867349
LDA_full,full,0,36,prior_condition_time_pressure__level_low,78,0.000234071263211
LDA_full,full,0,37,prior_condition_time_pressure__level_mid,39,0.0136523592614
LDA_full,full,0,38,prior_condition_total_adjusted_time__level_high,50,0.0284605649209
LDA_full,full,0,39,prior_condition_total_adjusted_time__level_low,50,0.000197464578966
LDA_full,full,0,40,prior_condition_total_adjusted_time__level_mid,50,0.00021612814164
LDA_full,full,0,41,prior_control_expected_detection_rate__level_high,50,0.000200549378444
LDA_full,full,0,42,prior_control_expected_detection_rate__level_low,50,0.00733847125098
LDA_full,full,0,43,prior_control_expected_detection_rate__level_mid,50,0.0163836166966
LDA_full,full,0,44,prior_control_intensity__level_high,36,0.000199821488263
LDA_full,full,0,45,prior_control_intensity__level_low,76,0.017699508521
LDA_full,full,0,46,prior_control_intensity__level_mid,38,0.000213602372662
LDA_full,full,0,47,prior_control_marker_ratio__level_high,50,0.0108984506756
LDA_full,full,0,48,prior_control_marker_ratio__level_low,50,0.00553861654745
LDA_full,full,0,49,prior_control_marker_ratio__level_mid,50,0.00972105193144
LDA_full,full,0,50,prior_digit_ratio__level_high,50,0.0132415181643
LDA_full,full,0,51,prior_digit_ratio__level_low,50,0.00735051261298
LDA_full,full,0,52,prior_digit_ratio__level_mid,50,0.00846191726004
LDA_full,full,0,53,prior_expected_error_probability__level_high,50,0.0230176214692
LDA_full,full,0,54,prior_expected_error_probability__level_low,50,0.000198486036311
LDA_full,full,0,55,prior_expected_error_probability__level_mid,50,0.00737274127492
LDA_full,full,0,56,prior_manual_operation_count__level_high,46,0.0175460600705
LDA_full,full,0,57,prior_manual_operation_count__level_low,59,0.000268754203138
LDA_full,full,0,58,prior_manual_operation_count__level_mid,45,0.00640494907991
LDA_full,full,0,59,prior_mean_complexity__level_high,30,0.00810367531388
LDA_full,full,0,60,prior_mean_complexity__level_low,60,0.00623600973728
LDA_full,full,0,61,prior_mean_complexity__level_mid,60,0.0121654139665
LDA_full,full,0,62,prior_mean_message_criticality__level_high,30,0.00726714510544
LDA_full,full,0,63,prior_mean_message_criticality__level_low,60,0.012688924083
LDA_full,full,0,64,prior_mean_message_criticality__level_mid,60,0.00905316279303
LDA_full,full,0,65,prior_memory_load_index__level_high,50,0.0226485216188
LDA_full,full,0,66,prior_memory_load_index__level_low,50,0.000199759977607
LDA_full,full,0,67,prior_memory_load_index__level_mid,50,0.00637283243737
LDA_full,full,0,68,prior_message_entropy_estimate__level_high,50,0.0133251685154
LDA_full,full,0,69,prior_message_entropy_estimate__level_low,50,0.00526906069683
LDA_full,full,0,70,prior_message_entropy_estimate__level_mid,50,0.0088334019456
LDA_full,full,0,71,prior_message_length__level_high,42,0.0239081165563
LDA_full,full,0,72,prior_message_length__level_low,66,0.000211322753257
LDA_full,full,0,73,prior_message_length__level_mid,42,0.00638037305683
LDA_full,full,0,74,prior_operator_attention__level_high,25,0.000201416211442
LDA_full,full,0,75,prior_operator_attention__level_low,58,0.0195843129119
LDA_full,full,0,76,prior_operator_attention__level_mid,67,0.00021774270085
LDA_full,full,0,77,prior_operator_error_susceptibility__level_high,49,0.0240712220621
LDA_full,full,0,78,prior_operator_error_susceptibility__level_low,51,0.0001976935347
LDA_full,full,0,79,prior_operator_error_susceptibility__level_mid,50,0.00684216758107
LDA_full,full,0,80,prior_operator_fatigue__level_high,28,0.0117006829864
LDA_full,full,0,81,prior_operator_fatigue__level_low,66,0.000211139298903
LDA_full,full,0,82,prior_operator_fatigue__level_mid,56,0.0165624574544
LDA_full,full,0,83,prior_operator_skill__level_high,48,0.000202896666696
LDA_full,full,0,84,prior_operator_skill__level_low,68,0.0162838228285
LDA_full,full,0,85,prior_operator_skill__level_mid,34,0.00158302174945
LDA_full,full,0,86,prior_operator_total_estimated_time__level_high,50,0.0284565469117
LDA_full,full,0,87,prior_operator_total_estimated_time__level_low,50,0.000200709134424
LDA_full,full,0,88,prior_operator_total_estimated_time__level_mid,50,0.000221052164086
LDA_full,full,0,89,prior_procedure_branch_count__level_high,35,0.00624428612936
LDA_full,full,0,90,prior_procedure_branch_count__level_low,62,0.00544846870245
LDA_full,full,0,91,prior_procedure_branch_count__level_mid,53,0.0148160705699
LDA_full,full,0,92,prior_procedure_steps__level_high,38,0.0102960116892
LDA_full,full,0,93,prior_procedure_steps__level_low,55,0.00514159431463
LDA_full,full,0,94,prior_procedure_steps__level_mid,57,0.0119161241448
LDA_full,full,0,95,prior_repetition_expected_count__level_high,40,0.0180875721304
LDA_full,full,0,96,prior_repetition_expected_count__level_low,81,0.000220001848106
LDA_full,full,0,97,prior_repetition_expected_count__level_mid,29,0.0084051222708
LDA_full,full,0,98,prior_symbol_group_count__level_high,42,0.0239081165563
LDA_full,full,0,99,prior_symbol_group_count__level_low,66,0.000211322753257
LDA_full,full,0,100,prior_symbol_group_count__level_mid,42,0.00638037305683
LDA_full,full,0,101,prior_time_pressure_index__level_high,33,0.00951506867349
LDA_full,full,0,102,prior_time_pressure_index__level_low,78,0.000234071263211
LDA_full,full,0,103,prior_time_pressure_index__level_mid,39,0.0136523592614
LDA_full,full,0,104,prior_total_nominal_time__level_high,50,0.0284269705191
LDA_full,full,0,105,prior_total_nominal_time__level_low,50,0.00020523617384
LDA_full,full,0,106,prior_total_nominal_time__level_mid,50,0.00336048962444
LDA_full,full,0,107,prior_verification_required__absent,90,0.0176159770461
LDA_full,full,0,108,prior_verification_required__present,60,0.0112845762444
LDA_full,full,1,0,fact_duration_sec__level_high,50,0.000159987120425
LDA_full,full,1,1,fact_duration_sec__level_low,50,0.0110002984486
LDA_full,full,1,2,fact_duration_sec__level_mid,50,0.0110718842985
LDA_full,full,1,3,fact_error_count__level_high,50,0.000162170328719
LDA_full,full,1,4,fact_error_count__level_low,74,0.0169347348243
LDA_full,full,1,5,fact_error_count__level_mid,26,0.00564665913253
LDA_full,full,1,6,fact_recheck_count__level_high,36,0.0164219225083
LDA_full,full,1,7,fact_recheck_count__level_low,76,0.000157683660941
LDA_full,full,1,8,fact_recheck_count__level_mid,38,0.0173121937311
LDA_full,full,1,9,fact_reject_count__absent,83,0.0206563361943
LDA_full,full,1,10,fact_reject_count__present,67,0.00711965487597
LDA_full,full,1,11,fact_success__absent,103,0.0122182881442
LDA_full,full,1,12,fact_success__present,47,0.0106025945273
LDA_full,full,1,13,prior_alpha_ratio__level_high,50,0.00923569459168
LDA_full,full,1,14,prior_alpha_ratio__level_low,50,0.00906464013628
LDA_full,full,1,15,prior_alpha_ratio__level_mid,50,0.00825241307075
LDA_full,full,1,16,prior_attention_deficit__level_high,49,0.00015344744696
LDA_full,full,1,17,prior_attention_deficit__level_low,51,0.0199600326513
LDA_full,full,1,18,prior_attention_deficit__level_mid,50,0.014343360468
LDA_full,full,1,19,prior_coding_tool_type__value_codebook,46,0.000151140494333
LDA_full,full,1,20,prior_coding_tool_type__value_mixed,35,0.015967643731
LDA_full,full,1,21,prior_coding_tool_type__value_mnemonic,23,0.00571137269275
LDA_full,full,1,22,prior_coding_tool_type__value_table,46,0.0115276784437
LDA_full,full,1,23,prior_condition_mean_adjusted_attention__level_high,44,0.0200340299966
LDA_full,full,1,24,prior_condition_mean_adjusted_attention__level_low,58,0.000182610670077
LDA_full,full,1,25,prior_condition_mean_adjusted_attention__level_mid,48,0.0106866387054
LDA_full,full,1,26,prior_condition_noise_adjustment__level_high,33,0.010265925336
LDA_full,full,1,27,prior_condition_noise_adjustment__level_low,84,0.0129503444699
LDA_full,full,1,28,prior_condition_noise_adjustment__level_mid,33,0.00551932812339
LDA_full,full,1,29,prior_condition_noise_level__level_high,33,0.010265925336
LDA_full,full,1,30,prior_condition_noise_level__level_low,84,0.0129503444699
LDA_full,full,1,31,prior_condition_noise_level__level_mid,33,0.00551932812339
LDA_full,full,1,32,prior_condition_profile__value_hard,61,0.0154506106174
LDA_full,full,1,33,prior_condition_profile__value_moderate,47,0.00928212846414
LDA_full,full,1,34,prior_condition_profile__value_normal,42,0.000170212845165
LDA_full,full,1,35,prior_condition_time_pressure__level_high,33,0.00761275615217
LDA_full,full,1,36,prior_condition_time_pressure__level_low,78,0.0132217156521
LDA_full,full,1,37,prior_condition_time_pressure__level_mid,39,0.00701398548945
LDA_full,full,1,38,prior_condition_total_adjusted_time__level_high,50,0.000161196383891
LDA_full,full,1,39,prior_condition_total_adjusted_time__level_low,50,0.010520032311
LDA_full,full,1,40,prior_condition_total_adjusted_time__level_mid,50,0.0107786577024
LDA_full,full,1,41,prior_control_expected_detection_rate__level_high,50,0.0227539993198
LDA_full,full,1,42,prior_control_expected_detection_rate__level_low,50,0.00016071276536
LDA_full,full,1,43,prior_control_expected_detection_rate__level_mid,50,0.00587968356787
LDA_full,full,1,44,prior_control_intensity__level_high,36,0.0164219225083
LDA_full,full,1,45,prior_control_intensity__level_low,76,0.000157683660941
LDA_full,full,1,46,prior_control_intensity__level_mid,38,0.0173121937311
LDA_full,full,1,47,prior_control_marker_ratio__level_high,50,0.00988259066036
LDA_full,full,1,48,prior_control_marker_ratio__level_low,50,0.00828723089683
LDA_full,full,1,49,prior_control_marker_ratio__level_mid,50,0.00921446074281
LDA_full,full,1,50,prior_digit_ratio__level_high,50,0.00872678779799
LDA_full,full,1,51,prior_digit_ratio__level_low,50,0.01035870991
LDA_full,full,1,52,prior_digit_ratio__level_mid,50,0.00763047189389
LDA_full,full,1,53,prior_expected_error_probability__level_high,50,0.00450371297625
LDA_full,full,1,54,prior_expected_error_probability__level_low,50,0.0104518181297
LDA_full,full,1,55,prior_expected_error_probability__level_mid,50,0.0120697098425
LDA_full,full,1,56,prior_manual_operation_count__level_high,46,0.00707490350553
LDA_full,full,1,57,prior_manual_operation_count__level_low,59,0.00755802350225
LDA_full,full,1,58,prior_manual_operation_count__level_mid,45,0.00953330808658
LDA_full,full,1,59,prior_mean_complexity__level_high,30,0.00566019093345
LDA_full,full,1,60,prior_mean_complexity__level_low,60,0.01014968285
LDA_full,full,1,61,prior_mean_complexity__level_mid,60,0.0108478535268
LDA_full,full,1,62,prior_mean_message_criticality__level_high,30,0.00804351098536
LDA_full,full,1,63,prior_mean_message_criticality__level_low,60,0.00482222028703
LDA_full,full,1,64,prior_mean_message_criticality__level_mid,60,0.0120598294172
LDA_full,full,1,65,prior_memory_load_index__level_high,50,0.00479045893942
LDA_full,full,1,66,prior_memory_load_index__level_low,50,0.00814195321453
LDA_full,full,1,67,prior_memory_load_index__level_mid,50,0.0100831967181
LDA_full,full,1,68,prior_message_entropy_estimate__level_high,50,0.00907782412844
LDA_full,full,1,69,prior_message_entropy_estimate__level_low,50,0.00819758529812
LDA_full,full,1,70,prior_message_entropy_estimate__level_mid,50,0.00923209442069
LDA_full,full,1,71,prior_message_length__level_high,42,0.000165186821084
LDA_full,full,1,72,prior_message_length__level_low,66,0.0139469606979
LDA_full,full,1,73,prior_message_length__level_mid,42,0.00840850129545
LDA_full,full,1,74,prior_operator_attention__level_high,25,0.011442819233
LDA_full,full,1,75,prior_operator_attention__level_low,58,0.000153579947213
LDA_full,full,1,76,prior_operator_attention__level_mid,67,0.0247390509898
LDA_full,full,1,77,prior_operator_error_susceptibility__level_high,49,0.0032119921309
LDA_full,full,1,78,prior_operator_error_susceptibility__level_low,51,0.00839977247703
LDA_full,full,1,79,prior_operator_error_susceptibility__level_mid,50,0.0145785482122
LDA_full,full,1,80,prior_operator_fatigue__level_high,28,0.00360100781492
LDA_full,full,1,81,prior_operator_fatigue__level_low,66,0.0169619317082
LDA_full,full,1,82,prior_operator_fatigue__level_mid,56,0.00767693430059
LDA_full,full,1,83,prior_operator_skill__level_high,48,0.0218430871315
LDA_full,full,1,84,prior_operator_skill__level_low,68,0.000152630957787
LDA_full,full,1,85,prior_operator_skill__level_mid,34,0.0144123839482
LDA_full,full,1,86,prior_operator_total_estimated_time__level_high,50,0.000162163051924
LDA_full,full,1,87,prior_operator_total_estimated_time__level_low,50,0.0132092098257
LDA_full,full,1,88,prior_operator_total_estimated_time__level_mid,50,0.00871505306291
LDA_full,full,1,89,prior_procedure_branch_count__level_high,35,0.0111370773856
LDA_full,full,1,90,prior_procedure_branch_count__level_low,62,0.000169243306572
LDA_full,full,1,91,prior_procedure_branch_count__level_mid,53,0.0124126202931
LDA_full,full,1,92,prior_procedure_steps__level_high,38,0.00511737450545
LDA_full,full,1,93,prior_procedure_steps__level_low,55,0.00823719660148
LDA_full,full,1,94,prior_procedure_steps__level_mid,57,0.0126495810062
LDA_full,full,1,95,prior_repetition_expected_count__level_high,40,0.00392595000007
LDA_full,full,1,96,prior_repetition_expected_count__level_low,81,0.0175980484131
LDA_full,full,1,97,prior_repetition_expected_count__level_mid,29,0.00667684419712
LDA_full,full,1,98,prior_symbol_group_count__level_high,42,0.000165186821084
LDA_full,full,1,99,prior_symbol_group_count__level_low,66,0.0139469606979
LDA_full,full,1,100,prior_symbol_group_count__level_mid,42,0.00840850129545
LDA_full,full,1,101,prior_time_pressure_index__level_high,33,0.00761275615217
LDA_full,full,1,102,prior_time_pressure_index__level_low,78,0.0132217156521
LDA_full,full,1,103,prior_time_pressure_index__level_mid,39,0.00701398548945
LDA_full,full,1,104,prior_total_nominal_time__level_high,50,0.000184805510582
LDA_full,full,1,105,prior_total_nominal_time__level_low,50,0.0100372509409
LDA_full,full,1,106,prior_total_nominal_time__level_mid,50,0.00986841491232
LDA_full,full,1,107,prior_verification_required__absent,90,0.00870621657576
LDA_full,full,1,108,prior_verification_required__present,60,0.0156275300497
LDA_full,full,2,0,fact_duration_sec__level_high,50,0.000203135758257
LDA_full,full,2,1,fact_duration_sec__level_low,50,0.0156693950731
LDA_full,full,2,2,fact_duration_sec__level_mid,50,0.0155510801472
LDA_full,full,2,3,fact_error_count__level_high,50,0.000205270474897
LDA_full,full,2,4,fact_error_count__level_low,74,0.0221360176393
LDA_full,full,2,5,fact_error_count__level_mid,26,0.00838000028531
LDA_full,full,2,6,fact_recheck_count__level_high,36,0.000203398805205
LDA_full,full,2,7,fact_recheck_count__level_low,76,0.0269922289338
LDA_full,full,2,8,fact_recheck_count__level_mid,38,0.000207840620963
LDA_full,full,2,9,fact_reject_count__absent,83,0.0225760741165
LDA_full,full,2,10,fact_reject_count__present,67,0.000219387864004
LDA_full,full,2,11,fact_success__absent,103,0.00528621725396
LDA_full,full,2,12,fact_success__present,47,0.0144130144715
LDA_full,full,2,13,prior_alpha_ratio__level_high,50,0.0104458049143
LDA_full,full,2,14,prior_alpha_ratio__level_low,50,0.00258629421853
LDA_full,full,2,15,prior_alpha_ratio__level_mid,50,0.0118831052502
LDA_full,full,2,16,prior_attention_deficit__level_high,49,0.0041491485519
LDA_full,full,2,17,prior_attention_deficit__level_low,51,0.00447029516175
LDA_full,full,2,18,prior_attention_deficit__level_mid,50,0.0112498538438
LDA_full,full,2,19,prior_coding_tool_type__value_codebook,46,0.0212919121194
LDA_full,full,2,20,prior_coding_tool_type__value_mixed,35,0.000206994671436
LDA_full,full,2,21,prior_coding_tool_type__value_mnemonic,23,0.000227168395142
LDA_full,full,2,22,prior_coding_tool_type__value_table,46,0.000221950797738
LDA_full,full,2,23,prior_condition_mean_adjusted_attention__level_high,44,0.000209316954959
LDA_full,full,2,24,prior_condition_mean_adjusted_attention__level_low,58,0.00483883868154
LDA_full,full,2,25,prior_condition_mean_adjusted_attention__level_mid,48,0.0148736014278
LDA_full,full,2,26,prior_condition_noise_adjustment__level_high,33,0.000215546972103
LDA_full,full,2,27,prior_condition_noise_adjustment__level_low,84,0.0201873166802
LDA_full,full,2,28,prior_condition_noise_adjustment__level_mid,33,0.00572794000755
LDA_full,full,2,29,prior_condition_noise_level__level_high,33,0.000215546972103
LDA_full,full,2,30,prior_condition_noise_level__level_low,84,0.0201873166802
LDA_full,full,2,31,prior_condition_noise_level__level_mid,33,0.00572794000755
LDA_full,full,2,32,prior_condition_profile__value_hard,61,0.000215715267508
LDA_full,full,2,33,prior_condition_profile__value_moderate,47,0.00386062251931
LDA_full,full,2,34,prior_condition_profile__value_normal,42,0.0251407006615
LDA_full,full,2,35,prior_condition_time_pressure__level_high,33,0.000209889497177
LDA_full,full,2,36,prior_condition_time_pressure__level_low,78,0.0293645981005
LDA_full,full,2,37,prior_condition_time_pressure__level_mid,39,0.000216650215032
LDA_full,full,2,38,prior_condition_total_adjusted_time__level_high,50,0.000203204774453
LDA_full,full,2,39,prior_condition_total_adjusted_time__level_low,50,0.0162979479652
LDA_full,full,2,40,prior_condition_total_adjusted_time__level_mid,50,0.015938153246
LDA_full,full,2,41,prior_control_expected_detection_rate__level_high,50,0.000203399680476
LDA_full,full,2,42,prior_control_expected_detection_rate__level_low,50,0.0224145016386
LDA_full,full,2,43,prior_control_expected_detection_rate__level_mid,50,0.00538105029921
LDA_full,full,2,44,prior_control_intensity__level_high,36,0.000203398805205
LDA_full,full,2,45,prior_control_intensity__level_low,76,0.0269922289338
LDA_full,full,2,46,prior_control_intensity__level_mid,38,0.000207840620963
LDA_full,full,2,47,prior_control_marker_ratio__level_high,50,0.00588389160774
LDA_full,full,2,48,prior_control_marker_ratio__level_low,50,0.0136183274211
LDA_full,full,2,49,prior_control_marker_ratio__level_mid,50,0.008000759342
LDA_full,full,2,50,prior_digit_ratio__level_high,50,0.00494029415248
LDA_full,full,2,51,prior_digit_ratio__level_low,50,0.00898844098451
LDA_full,full,2,52,prior_digit_ratio__level_mid,50,0.0114082022535
LDA_full,full,2,53,prior_expected_error_probability__level_high,50,0.000214960015209
LDA_full,full,2,54,prior_expected_error_probability__level_low,50,0.0163865957977
LDA_full,full,2,55,prior_expected_error_probability__level_mid,50,0.00671459303281
LDA_full,full,2,56,prior_manual_operation_count__level_high,46,0.000206819951134
LDA_full,full,2,57,prior_manual_operation_count__level_low,59,0.0254734760682
LDA_full,full,2,58,prior_manual_operation_count__level_mid,45,0.0080936239816
LDA_full,full,2,59,prior_mean_complexity__level_high,30,0.00247736909348
LDA_full,full,2,60,prior_mean_complexity__level_low,60,0.0163848361803
LDA_full,full,2,61,prior_mean_complexity__level_mid,60,0.00923154682913
LDA_full,full,2,62,prior_mean_message_criticality__level_high,30,0.000222236898798
LDA_full,full,2,63,prior_mean_message_criticality__level_low,60,0.0166065561178
LDA_full,full,2,64,prior_mean_message_criticality__level_mid,60,0.0109100850713
LDA_full,full,2,65,prior_memory_load_index__level_high,50,0.000225925917001
LDA_full,full,2,66,prior_memory_load_index__level_low,50,0.0194234154254
LDA_full,full,2,67,prior_memory_load_index__level_mid,50,0.0103788895331
LDA_full,full,2,68,prior_message_entropy_estimate__level_high,50,0.00439061556362
LDA_full,full,2,69,prior_message_entropy_estimate__level_low,50,0.0140196859622
LDA_full,full,2,70,prior_message_entropy_estimate__level_mid,50,0.00891096252067
LDA_full,full,2,71,prior_message_length__level_high,42,0.000225406322857
LDA_full,full,2,72,prior_message_length__level_low,66,0.0212951802273
LDA_full,full,2,73,prior_message_length__level_mid,42,0.00781406550979
LDA_full,full,2,74,prior_operator_attention__level_high,25,0.000206249565611
LDA_full,full,2,75,prior_operator_attention__level_low,58,0.0143065463683
LDA_full,full,2,76,prior_operator_attention__level_mid,67,0.00768857370632
LDA_full,full,2,77,prior_operator_error_susceptibility__level_high,49,0.000211104981525
LDA_full,full,2,78,prior_operator_error_susceptibility__level_low,51,0.0196814315275
LDA_full,full,2,79,prior_operator_error_susceptibility__level_mid,50,0.00397264236329
LDA_full,full,2,80,prior_operator_fatigue__level_high,28,0.000213516625539
LDA_full,full,2,81,prior_operator_fatigue__level_low,66,0.0173297897272
LDA_full,full,2,82,prior_operator_fatigue__level_mid,56,0.00639878643941
LDA_full,full,2,83,prior_operator_skill__level_high,48,0.000209147503588
LDA_full,full,2,84,prior_operator_skill__level_low,68,0.023727903225
LDA_full,full,2,85,prior_operator_skill__level_mid,34,0.000202149148738
LDA_full,full,2,86,prior_operator_total_estimated_time__level_high,50,0.000206158403486
LDA_full,full,2,87,prior_operator_total_estimated_time__level_low,50,0.0127574681108
LDA_full,full,2,88,prior_operator_total_estimated_time__level_mid,50,0.0186472291884
LDA_full,full,2,89,prior_procedure_branch_count__level_high,35,0.000203611913078
LDA_full,full,2,90,prior_procedure_branch_count__level_low,62,0.0315301147257
LDA_full,full,2,91,prior_procedure_branch_count__level_mid,53,0.000221484927726
LDA_full,full,2,92,prior_procedure_steps__level_high,38,0.00564562877761
LDA_full,full,2,93,prior_procedure_steps__level_low,55,0.0170763817051
LDA_full,full,2,94,prior_procedure_steps__level_mid,57,0.00533902040819
LDA_full,full,2,95,prior_repetition_expected_count__level_high,40,0.000209497334656
LDA_full,full,2,96,prior_repetition_expected_count__level_low,81,0.0254080701534
LDA_full,full,2,97,prior_repetition_expected_count__level_mid,29,0.00022823298709
LDA_full,full,2,98,prior_symbol_group_count__level_high,42,0.000225406322857
LDA_full,full,2,99,prior_symbol_group_count__level_low,66,0.0212951802273
LDA_full,full,2,100,prior_symbol_group_count__level_mid,42,0.00781406550979
LDA_full,full,2,101,prior_time_pressure_index__level_high,33,0.000209889497177
LDA_full,full,2,102,prior_time_pressure_index__level_low,78,0.0293645981005
LDA_full,full,2,103,prior_time_pressure_index__level_mid,39,0.000216650215032
LDA_full,full,2,104,prior_total_nominal_time__level_high,50,0.000207477505335
LDA_full,full,2,105,prior_total_nominal_time__level_low,50,0.0169247769078
LDA_full,full,2,106,prior_total_nominal_time__level_mid,50,0.0138289810788
LDA_full,full,2,107,prior_verification_required__absent,90,0.0241655327798
LDA_full,full,2,108,prior_verification_required__present,60,0.00387108428072
